"","V1"
"alcohol 7:base 2:sulfonyl-fluoride3",0
"alcohol 7:base 2:sulfonyl-fluoride4",0.130853989541863
"alcohol 7:base 3:sulfonyl-fluoride1",0
"alcohol 7:base 3:sulfonyl-fluoride2",0
"alcohol 7:base 3:sulfonyl-fluoride3",0
"alcohol 7:base 3:sulfonyl-fluoride4",0
"alcohol 8:base 1:sulfonyl-fluoride1",0
"alcohol 8:base 1:sulfonyl-fluoride2",0
"alcohol 8:base 1:sulfonyl-fluoride3",0
"alcohol 8:base 1:sulfonyl-fluoride4",0
"alcohol 8:base 2:sulfonyl-fluoride1",0
"alcohol 8:base 2:sulfonyl-fluoride2",0
"alcohol 8:base 2:sulfonyl-fluoride3",0
"alcohol 8:base 2:sulfonyl-fluoride4",0
"alcohol 8:base 3:sulfonyl-fluoride1",0
"alcohol 8:base 3:sulfonyl-fluoride2",0
"alcohol 8:base 3:sulfonyl-fluoride3",0
"alcohol 8:base 3:sulfonyl-fluoride4",0
"alcohol 9:base 1:sulfonyl-fluoride1",0
"alcohol 9:base 1:sulfonyl-fluoride2",0
"alcohol 9:base 1:sulfonyl-fluoride3",0
"alcohol 9:base 1:sulfonyl-fluoride4",0
"alcohol 9:base 2:sulfonyl-fluoride1",0
"alcohol 9:base 2:sulfonyl-fluoride2",0
"alcohol 9:base 2:sulfonyl-fluoride3",0
"alcohol 9:base 2:sulfonyl-fluoride4",0.0429992505554877
"alcohol 9:base 3:sulfonyl-fluoride1",0
"alcohol 9:base 3:sulfonyl-fluoride2",0
"alcohol 9:base 3:sulfonyl-fluoride3",0
"alcohol 9:base 3:sulfonyl-fluoride4",0
"alcohol 10:base 1:sulfonyl-fluoride1",0
"alcohol 10:base 1:sulfonyl-fluoride2",0
"alcohol 10:base 1:sulfonyl-fluoride3",0
"alcohol 10:base 1:sulfonyl-fluoride4",0
"alcohol 10:base 2:sulfonyl-fluoride1",0
"alcohol 10:base 2:sulfonyl-fluoride2",0
"alcohol 10:base 2:sulfonyl-fluoride3",0
"alcohol 10:base 2:sulfonyl-fluoride4",0
"alcohol 10:base 3:sulfonyl-fluoride1",0
"alcohol 10:base 3:sulfonyl-fluoride2",0
"alcohol 10:base 3:sulfonyl-fluoride3",0
"alcohol 10:base 3:sulfonyl-fluoride4",0
"alcohol 11:base 1:sulfonyl-fluoride1",0
"alcohol 11:base 1:sulfonyl-fluoride2",0
"alcohol 11:base 1:sulfonyl-fluoride3",0
"alcohol 11:base 1:sulfonyl-fluoride4",0
"alcohol 11:base 2:sulfonyl-fluoride1",0
"alcohol 11:base 2:sulfonyl-fluoride2",0
"alcohol 11:base 2:sulfonyl-fluoride3",0
"alcohol 11:base 2:sulfonyl-fluoride4",0
"alcohol 11:base 3:sulfonyl-fluoride1",0
"alcohol 11:base 3:sulfonyl-fluoride2",0
"alcohol 11:base 3:sulfonyl-fluoride3",0
"alcohol 11:base 3:sulfonyl-fluoride4",0
"alcohol 12:base 1:sulfonyl-fluoride1",0
"alcohol 12:base 1:sulfonyl-fluoride2",0
"alcohol 12:base 1:sulfonyl-fluoride3",0
"alcohol 12:base 1:sulfonyl-fluoride4",0
"alcohol 12:base 2:sulfonyl-fluoride1",0
"alcohol 12:base 2:sulfonyl-fluoride2",0
"alcohol 12:base 2:sulfonyl-fluoride3",0
"alcohol 12:base 2:sulfonyl-fluoride4",0
"alcohol 12:base 3:sulfonyl-fluoride1",0
"alcohol 12:base 3:sulfonyl-fluoride2",-0.0756307165537974
"alcohol 12:base 3:sulfonyl-fluoride3",0
"alcohol 12:base 3:sulfonyl-fluoride4",0
"alcohol 13:base 1:sulfonyl-fluoride1",0
"alcohol 13:base 1:sulfonyl-fluoride2",0
"alcohol 13:base 1:sulfonyl-fluoride3",0
"alcohol 13:base 1:sulfonyl-fluoride4",0
"alcohol 13:base 2:sulfonyl-fluoride1",0
"alcohol 13:base 2:sulfonyl-fluoride2",0
"alcohol 13:base 2:sulfonyl-fluoride3",0
"alcohol 13:base 2:sulfonyl-fluoride4",-0.108752345494638
"alcohol 13:base 3:sulfonyl-fluoride1",0
"alcohol 13:base 3:sulfonyl-fluoride2",0
"alcohol 13:base 3:sulfonyl-fluoride3",0
"alcohol 13:base 3:sulfonyl-fluoride4",0
"alcohol 14:base 1:sulfonyl-fluoride1",0
"alcohol 14:base 1:sulfonyl-fluoride2",0
"alcohol 14:base 1:sulfonyl-fluoride3",0
"alcohol 14:base 1:sulfonyl-fluoride4",0
"alcohol 14:base 2:sulfonyl-fluoride1",0
"alcohol 14:base 2:sulfonyl-fluoride2",0
"alcohol 14:base 2:sulfonyl-fluoride3",0
"alcohol 14:base 2:sulfonyl-fluoride4",0
"alcohol 14:base 3:sulfonyl-fluoride1",0
"alcohol 14:base 3:sulfonyl-fluoride2",0
"alcohol 14:base 3:sulfonyl-fluoride3",0
"alcohol 14:base 3:sulfonyl-fluoride4",0
"alcohol 15:base 1:sulfonyl-fluoride1",0
"alcohol 15:base 1:sulfonyl-fluoride2",0
"alcohol 15:base 1:sulfonyl-fluoride3",0
"alcohol 15:base 1:sulfonyl-fluoride4",0
"alcohol 15:base 2:sulfonyl-fluoride1",0
"alcohol 15:base 2:sulfonyl-fluoride2",0
"alcohol 15:base 2:sulfonyl-fluoride3",0
"alcohol 15:base 2:sulfonyl-fluoride4",0
"alcohol 15:base 3:sulfonyl-fluoride1",0
"alcohol 15:base 3:sulfonyl-fluoride2",0
"alcohol 15:base 3:sulfonyl-fluoride3",0
"alcohol 15:base 3:sulfonyl-fluoride4",0
"alcohol 16:base 1:sulfonyl-fluoride1",0
"alcohol 16:base 1:sulfonyl-fluoride2",0
"alcohol 16:base 1:sulfonyl-fluoride3",0
"alcohol 16:base 1:sulfonyl-fluoride4",0
"alcohol 16:base 2:sulfonyl-fluoride1",0
"alcohol 16:base 2:sulfonyl-fluoride2",0
"alcohol 16:base 2:sulfonyl-fluoride3",0
"alcohol 16:base 2:sulfonyl-fluoride4",0
"alcohol 16:base 3:sulfonyl-fluoride1",0
"alcohol 16:base 3:sulfonyl-fluoride2",0
"alcohol 16:base 3:sulfonyl-fluoride3",0
"alcohol 16:base 3:sulfonyl-fluoride4",0
"alcohol 17:base 1:sulfonyl-fluoride1",0
"alcohol 17:base 1:sulfonyl-fluoride2",0
"alcohol 17:base 1:sulfonyl-fluoride3",0
"alcohol 17:base 1:sulfonyl-fluoride4",0
"alcohol 17:base 2:sulfonyl-fluoride1",0
"alcohol 17:base 2:sulfonyl-fluoride2",0
"alcohol 17:base 2:sulfonyl-fluoride3",0
"alcohol 17:base 2:sulfonyl-fluoride4",0
"alcohol 17:base 3:sulfonyl-fluoride1",0
"alcohol 17:base 3:sulfonyl-fluoride2",0
"alcohol 17:base 3:sulfonyl-fluoride3",0
"alcohol 17:base 3:sulfonyl-fluoride4",0
"alcohol 18:base 1:sulfonyl-fluoride1",0
"alcohol 18:base 1:sulfonyl-fluoride2",0
"alcohol 18:base 1:sulfonyl-fluoride3",0
"alcohol 18:base 1:sulfonyl-fluoride4",0
"alcohol 18:base 2:sulfonyl-fluoride1",0
"alcohol 18:base 2:sulfonyl-fluoride2",0
"alcohol 18:base 2:sulfonyl-fluoride3",0
"alcohol 18:base 2:sulfonyl-fluoride4",0
"alcohol 18:base 3:sulfonyl-fluoride1",0
"alcohol 18:base 3:sulfonyl-fluoride2",0
"alcohol 18:base 3:sulfonyl-fluoride3",0
"alcohol 18:base 3:sulfonyl-fluoride4",0
"alcohol 19:base 1:sulfonyl-fluoride1",0
"alcohol 19:base 1:sulfonyl-fluoride2",0
"alcohol 19:base 1:sulfonyl-fluoride3",0
"alcohol 19:base 1:sulfonyl-fluoride4",0
"alcohol 19:base 2:sulfonyl-fluoride1",0
"alcohol 19:base 2:sulfonyl-fluoride2",0
"alcohol 19:base 2:sulfonyl-fluoride3",0
"alcohol 19:base 2:sulfonyl-fluoride4",0
"alcohol 19:base 3:sulfonyl-fluoride1",0
"alcohol 19:base 3:sulfonyl-fluoride2",0
"alcohol 19:base 3:sulfonyl-fluoride3",0
"alcohol 19:base 3:sulfonyl-fluoride4",0
"alcohol 20:base 1:sulfonyl-fluoride1",0
"alcohol 20:base 1:sulfonyl-fluoride2",0
"alcohol 20:base 1:sulfonyl-fluoride3",0
"alcohol 20:base 1:sulfonyl-fluoride4",0
"alcohol 20:base 2:sulfonyl-fluoride1",0
"alcohol 20:base 2:sulfonyl-fluoride2",0
"alcohol 20:base 2:sulfonyl-fluoride3",0
"alcohol 20:base 2:sulfonyl-fluoride4",0
"alcohol 20:base 3:sulfonyl-fluoride1",0
"alcohol 20:base 3:sulfonyl-fluoride2",0
"alcohol 20:base 3:sulfonyl-fluoride3",0
"alcohol 20:base 3:sulfonyl-fluoride4",0
"alcohol 21:base 1:sulfonyl-fluoride1",0
"alcohol 21:base 1:sulfonyl-fluoride2",0
"alcohol 21:base 1:sulfonyl-fluoride3",0
"alcohol 21:base 1:sulfonyl-fluoride4",0
"alcohol 21:base 2:sulfonyl-fluoride1",0
"alcohol 21:base 2:sulfonyl-fluoride2",0
"alcohol 21:base 2:sulfonyl-fluoride3",0
"alcohol 21:base 2:sulfonyl-fluoride4",-0.0822462894570912
"alcohol 21:base 3:sulfonyl-fluoride1",0
"alcohol 21:base 3:sulfonyl-fluoride2",0
"alcohol 21:base 3:sulfonyl-fluoride3",0
"alcohol 21:base 3:sulfonyl-fluoride4",0
"alcohol 22:base 1:sulfonyl-fluoride1",0
"alcohol 22:base 1:sulfonyl-fluoride2",0
"alcohol 22:base 1:sulfonyl-fluoride3",0
"alcohol 22:base 1:sulfonyl-fluoride4",0
"alcohol 22:base 2:sulfonyl-fluoride1",0
"alcohol 22:base 2:sulfonyl-fluoride2",0
"alcohol 22:base 2:sulfonyl-fluoride3",0
"alcohol 22:base 2:sulfonyl-fluoride4",0
"alcohol 22:base 3:sulfonyl-fluoride1",0
"alcohol 22:base 3:sulfonyl-fluoride2",0
"alcohol 22:base 3:sulfonyl-fluoride3",0
"alcohol 22:base 3:sulfonyl-fluoride4",0
"alcohol 23:base 1:sulfonyl-fluoride1",0
"alcohol 23:base 1:sulfonyl-fluoride2",0
"alcohol 23:base 1:sulfonyl-fluoride3",0
"alcohol 23:base 1:sulfonyl-fluoride4",0
"alcohol 23:base 2:sulfonyl-fluoride1",0
"alcohol 23:base 2:sulfonyl-fluoride2",0
"alcohol 23:base 2:sulfonyl-fluoride3",0
"alcohol 23:base 2:sulfonyl-fluoride4",0
"alcohol 23:base 3:sulfonyl-fluoride1",0
"alcohol 23:base 3:sulfonyl-fluoride2",0
"alcohol 23:base 3:sulfonyl-fluoride3",0
"alcohol 23:base 3:sulfonyl-fluoride4",0
"alcohol 24:base 1:sulfonyl-fluoride1",0
"alcohol 24:base 1:sulfonyl-fluoride2",0
"alcohol 24:base 1:sulfonyl-fluoride3",0
"alcohol 24:base 1:sulfonyl-fluoride4",0
"alcohol 24:base 2:sulfonyl-fluoride1",0
"alcohol 24:base 2:sulfonyl-fluoride2",0
"alcohol 24:base 2:sulfonyl-fluoride3",0
"alcohol 24:base 2:sulfonyl-fluoride4",0
"alcohol 24:base 3:sulfonyl-fluoride1",0
"alcohol 24:base 3:sulfonyl-fluoride2",0
"alcohol 24:base 3:sulfonyl-fluoride3",0
"alcohol 24:base 3:sulfonyl-fluoride4",0
"alcohol 25:base 1:sulfonyl-fluoride1",0
"alcohol 25:base 1:sulfonyl-fluoride2",0
"alcohol 25:base 1:sulfonyl-fluoride3",0
"alcohol 25:base 1:sulfonyl-fluoride4",0
"alcohol 25:base 2:sulfonyl-fluoride1",0
"alcohol 25:base 2:sulfonyl-fluoride2",0
"alcohol 25:base 2:sulfonyl-fluoride3",0
"alcohol 25:base 2:sulfonyl-fluoride4",0
"alcohol 25:base 3:sulfonyl-fluoride1",0
"alcohol 25:base 3:sulfonyl-fluoride2",0
"alcohol 25:base 3:sulfonyl-fluoride3",0
"alcohol 25:base 3:sulfonyl-fluoride4",0
"alcohol 26:base 1:sulfonyl-fluoride1",0
"alcohol 26:base 1:sulfonyl-fluoride2",0
"alcohol 26:base 1:sulfonyl-fluoride3",0
"alcohol 26:base 1:sulfonyl-fluoride4",0
"alcohol 26:base 2:sulfonyl-fluoride1",0
"alcohol 26:base 2:sulfonyl-fluoride2",0
"alcohol 26:base 2:sulfonyl-fluoride3",0
"alcohol 26:base 2:sulfonyl-fluoride4",0
"alcohol 26:base 3:sulfonyl-fluoride1",0
"alcohol 26:base 3:sulfonyl-fluoride2",0
"alcohol 26:base 3:sulfonyl-fluoride3",0
"alcohol 26:base 3:sulfonyl-fluoride4",0
"alcohol 27:base 1:sulfonyl-fluoride1",0
"alcohol 27:base 1:sulfonyl-fluoride2",0
"alcohol 27:base 1:sulfonyl-fluoride3",0
"alcohol 27:base 1:sulfonyl-fluoride4",0
"alcohol 27:base 2:sulfonyl-fluoride1",0
"alcohol 27:base 2:sulfonyl-fluoride2",0
"alcohol 27:base 2:sulfonyl-fluoride3",0
"alcohol 27:base 2:sulfonyl-fluoride4",0
"alcohol 27:base 3:sulfonyl-fluoride1",0
"alcohol 27:base 3:sulfonyl-fluoride2",0
"alcohol 27:base 3:sulfonyl-fluoride3",0
"alcohol 27:base 3:sulfonyl-fluoride4",0
"alcohol 28:base 1:sulfonyl-fluoride1",0
"alcohol 28:base 1:sulfonyl-fluoride2",0
"alcohol 28:base 1:sulfonyl-fluoride3",0
"alcohol 28:base 1:sulfonyl-fluoride4",0
"alcohol 28:base 2:sulfonyl-fluoride1",0
"alcohol 28:base 2:sulfonyl-fluoride2",0
"alcohol 28:base 2:sulfonyl-fluoride3",0
"alcohol 28:base 2:sulfonyl-fluoride4",0
"alcohol 28:base 3:sulfonyl-fluoride1",0
"alcohol 28:base 3:sulfonyl-fluoride2",0
"alcohol 28:base 3:sulfonyl-fluoride3",0
"alcohol 28:base 3:sulfonyl-fluoride4",-0.161430269269296
"alcohol 29:base 1:sulfonyl-fluoride1",0
"alcohol 29:base 1:sulfonyl-fluoride2",0
"alcohol 29:base 1:sulfonyl-fluoride3",0
"alcohol 29:base 1:sulfonyl-fluoride4",0
"alcohol 29:base 2:sulfonyl-fluoride1",0.0232735152382588
"alcohol 29:base 2:sulfonyl-fluoride2",0
"alcohol 29:base 2:sulfonyl-fluoride3",0
"alcohol 29:base 2:sulfonyl-fluoride4",-0.140062357993226
"alcohol 29:base 3:sulfonyl-fluoride1",0
"alcohol 29:base 3:sulfonyl-fluoride2",0
"alcohol 29:base 3:sulfonyl-fluoride3",0
"alcohol 29:base 3:sulfonyl-fluoride4",0
"alcohol 30:base 1:sulfonyl-fluoride1",0
"alcohol 30:base 1:sulfonyl-fluoride2",0
"alcohol 30:base 1:sulfonyl-fluoride3",0
"alcohol 30:base 1:sulfonyl-fluoride4",0
"alcohol 30:base 2:sulfonyl-fluoride1",0
"alcohol 30:base 2:sulfonyl-fluoride2",0
"alcohol 30:base 2:sulfonyl-fluoride3",0
"alcohol 30:base 2:sulfonyl-fluoride4",0
"alcohol 30:base 3:sulfonyl-fluoride1",0
"alcohol 30:base 3:sulfonyl-fluoride2",0
"alcohol 30:base 3:sulfonyl-fluoride3",0
"alcohol 30:base 3:sulfonyl-fluoride4",0
"alcohol 31:base 1:sulfonyl-fluoride1",0
"alcohol 31:base 1:sulfonyl-fluoride2",0
"alcohol 31:base 1:sulfonyl-fluoride3",0
"alcohol 31:base 1:sulfonyl-fluoride4",0
"alcohol 31:base 2:sulfonyl-fluoride1",0
"alcohol 31:base 2:sulfonyl-fluoride2",0
"alcohol 31:base 2:sulfonyl-fluoride3",0
"alcohol 31:base 2:sulfonyl-fluoride4",0
"alcohol 31:base 3:sulfonyl-fluoride1",0
"alcohol 31:base 3:sulfonyl-fluoride2",0
"alcohol 31:base 3:sulfonyl-fluoride3",0
"alcohol 31:base 3:sulfonyl-fluoride4",0
"alcohol 32:base 1:sulfonyl-fluoride1",0
"alcohol 32:base 1:sulfonyl-fluoride2",0
"alcohol 32:base 1:sulfonyl-fluoride3",0
"alcohol 32:base 1:sulfonyl-fluoride4",0
"alcohol 32:base 2:sulfonyl-fluoride1",0
"alcohol 32:base 2:sulfonyl-fluoride2",0
"alcohol 32:base 2:sulfonyl-fluoride3",0
"alcohol 32:base 2:sulfonyl-fluoride4",0
"alcohol 32:base 3:sulfonyl-fluoride1",0
"alcohol 32:base 3:sulfonyl-fluoride2",0
"alcohol 32:base 3:sulfonyl-fluoride3",0
"alcohol 32:base 3:sulfonyl-fluoride4",0
"alcohol 33:base 1:sulfonyl-fluoride1",0
"alcohol 33:base 1:sulfonyl-fluoride2",0
"alcohol 33:base 1:sulfonyl-fluoride3",0
"alcohol 33:base 1:sulfonyl-fluoride4",0
"alcohol 33:base 2:sulfonyl-fluoride1",0
"alcohol 33:base 2:sulfonyl-fluoride2",0
"alcohol 33:base 2:sulfonyl-fluoride3",0
"alcohol 33:base 2:sulfonyl-fluoride4",0.100051490633813
"alcohol 33:base 3:sulfonyl-fluoride1",0
"alcohol 33:base 3:sulfonyl-fluoride2",0
"alcohol 33:base 3:sulfonyl-fluoride3",0
"alcohol 33:base 3:sulfonyl-fluoride4",0
"alcohol 34:base 1:sulfonyl-fluoride1",0
"alcohol 34:base 1:sulfonyl-fluoride2",0
"alcohol 34:base 1:sulfonyl-fluoride3",0
"alcohol 34:base 1:sulfonyl-fluoride4",0
"alcohol 34:base 2:sulfonyl-fluoride1",0
"alcohol 34:base 2:sulfonyl-fluoride2",0
"alcohol 34:base 2:sulfonyl-fluoride3",0
"alcohol 34:base 2:sulfonyl-fluoride4",-0.0550045002032344
"alcohol 34:base 3:sulfonyl-fluoride1",0
"alcohol 34:base 3:sulfonyl-fluoride2",0
"alcohol 34:base 3:sulfonyl-fluoride3",0
"alcohol 34:base 3:sulfonyl-fluoride4",0
"alcohol 35:base 1:sulfonyl-fluoride1",0
"alcohol 35:base 1:sulfonyl-fluoride2",0
"alcohol 35:base 1:sulfonyl-fluoride3",0
"alcohol 35:base 1:sulfonyl-fluoride4",0
"alcohol 35:base 2:sulfonyl-fluoride1",0
"alcohol 35:base 2:sulfonyl-fluoride2",0
"alcohol 35:base 2:sulfonyl-fluoride3",0
"alcohol 35:base 2:sulfonyl-fluoride4",0
"alcohol 35:base 3:sulfonyl-fluoride1",0
"alcohol 35:base 3:sulfonyl-fluoride2",0
"alcohol 35:base 3:sulfonyl-fluoride3",0
"alcohol 35:base 3:sulfonyl-fluoride4",0
"alcohol 36:base 1:sulfonyl-fluoride1",0
"alcohol 36:base 1:sulfonyl-fluoride2",0
"alcohol 36:base 1:sulfonyl-fluoride3",0
"alcohol 36:base 1:sulfonyl-fluoride4",0
"alcohol 36:base 2:sulfonyl-fluoride1",0
"alcohol 36:base 2:sulfonyl-fluoride2",0
"alcohol 36:base 2:sulfonyl-fluoride3",0
"alcohol 36:base 2:sulfonyl-fluoride4",0
"alcohol 36:base 3:sulfonyl-fluoride1",0
"alcohol 36:base 3:sulfonyl-fluoride2",0
"alcohol 36:base 3:sulfonyl-fluoride3",0
"alcohol 36:base 3:sulfonyl-fluoride4",0
